,Author,Text
734,d,"loser chafe. But this concern Shall be adjusted at convenient time. Come—launch we now into the sacred deep A bark with lusty rowers well supplied;175 Then put on board Chrysëis, and with her The sacrifice required. Go also one High in authority, some counsellor, Idomeneus, or Ajax, or thyself, Thou most untractable of all mankind;180 And seek by rites of sacrifice and prayer To appease Apollo on our host’s behalf.Achilles eyed him with a frown, and spake. Ah! clothed with impudence as with a cloak, And full of subtlety, who, thinkest thou—185 What Grecian here will serve thee, or for thee Wage covert war, or open? Me thou know’st, Troy never wronged; I came not to avenge Harm done to me; no Trojan ever drove My pastures, steeds or oxen took of mine,190 Or plunder’d of their fruits the golden fields Of Phthia[13] the deep-soil’d. She lies remote, And obstacles"
735,d,"the reins gave to his hand. Then deeds of bloodiest note should have ensued, Penn’d had the Trojans been, as lambs, in Troy, But for quick succor of the sire of all. Thundering, he downward hurled his candent bolt155 To the horse-feet of Diomede; dire fumed The flaming sulphur, and both horses drove Under the axle, belly to the ground. Forth flew the splendid reins from Nestor’s hand, And thus to Diomede, appall’d, he spake.160 Back to the fleet, Tydides! Can’st not see That Jove ordains not, now, the victory thine? The son of Saturn glorifies to-day This Trojan, and, if such his will, can make The morrow ours; but vain it is to thwart165 The mind of Jove, for he is Lord of all.To him the valiant Diomede replied. Thou hast well said, old warrior! but the pang That wrings my soul, is this. The public ear In Ilium"
736,d,"River’s force Is not thy doom. This foe shall soon be quell’d; Thine eyes shall see it. Let our counsel rule345 Thy deed, and all is well. Cease not from war Till fast within proud Ilium’s walls her host Again be prison’d, all who shall escape; Then (Hector slain) to the Achaian fleet Return; we make the glorious victory thine.350 So they, and both departing sought the skies. Then, animated by the voice divine, He moved toward the plain now all o’erspread By the vast flood on which the bodies swam And shields of many a youth in battle slain.355 He leap’d, he waded, and the current stemm’d Right onward, by the flood in vain opposed, With such might Pallas fill’d him. Nor his rage Scamander aught repress’d, but still the more Incensed against Achilles, curl’d aloft360 His waters, and on Simoïs call’d aloud. Brother! oh let us with united"
737,d,"each and good.360 And now came mournful Hecuba, with wine Delicious charged, which in a golden cup She brought, that not without libation due First made, they might depart. Before the steeds Her steps she stay’d, and Priam thus address’d.365 Take this, and to the Sire of all perform Libation, praying him a safe return From hostile hands, since thou art urged to seek The Grecian camp, though not by my desire. Pray also to Idæan Jove cloud-girt,370 Who oversees all Ilium, that he send His messenger or ere thou go, the bird His favorite most, surpassing all in strength, At thy right hand; him seeing, thou shalt tend With better hope toward the fleet of Greece.375 But should loud-thundering Jove his lieger swift Withhold, from me far be it to advise This journey, howsoe’er thou wish to go. To whom the godlike Priam thus replied. This exhortation will I"
738,d,"drawn, the cord twangs, the arrow “leaps forth.” The whole is described with such graphic truth, that we see, and hear, and wait in breathless suspense to know the result.—Felton.This is one of those humble comparisons with which Homer sometimes diversifies his subject, but a very exact one of its kind, and corresponding in all its parts. The care of the goddess, the unsuspecting security of Menelaus, the ease with which she diverts the danger, and the danger itself, are all included in these few words. To which may be added, that if the providence of heavenly powers to their creatures is expressed by the love of a mother to her child, if men in regard to them are but as sleeping infants, and the dangers that seem so great to us, as easily warded off as the simile implies, the conception appears sublime, however insignificant the image may at"
739,d,"thus bespake. What God, Æneas! tempted thee to cope Thus inconsiderately with the son405 Of Peleus, both more excellent in fight Than thou, and more the favorite of the skies? From him retire hereafter, or expect A premature descent into the shades. But when Achilles shall have once fulfill’d410 His destiny, in battle slain, then fight Fearless, for thou canst fall by none beside. So saying, he left the well-admonish’d Chief, And from Achilles’ eyes scatter’d the gloom Shed o’er them by himself. The hero saw415 Clearly, and with his noble heart incensed By disappointment, thus conferring, said. Gods! I behold a prodigy. My spear Lies at my foot, and he at whom I cast The weapon with such deadly force, is gone!420 Æneas therefore, as it seems, himself Interests the immortal Gods, although I deem’d his boast of their protection vain. I reck not. Let him go. So gladly"
740,d,"ken behold him; yet the man Seems, in my view, Ætolian by descent, A Chief of prime renown in Argos’ host,590 The hero Tydeus’ son, brave Diomede, But Ajax Oïliades the swift Him sharp reproved. Why art thou always given To prate, Idomeneus? thou seest the mares, Remote indeed, but posting to the goal.595 Thou art not youngest of the Argives here So much, nor from beneath thy brows look forth Quick-sighted more than ours, thine eyes abroad. Yet still thou pratest, although silence more Should suit thee, among wiser far than thou.600 The mares which led, lead still, and he who drives Eumelus is, the same who drove before. To whom the Cretan Chief, angry, replied. Ajax! whom none in wrangling can excel Or rudeness, though in all beside thou fall605 Below the Argives, being boorish-rough, Come now—a tripod let us wager each, Or caldron, and let Agamemnon judge"
741,d,"in air, an eagle. Right between Both hosts he soar’d (the Trojan on his left) A serpent bearing in his pounces clutch’d250 Enormous, dripping blood, but lively still And mindful of revenge; for from beneath The eagle’s breast, updarting fierce his head, Fast by the throat he struck him; anguish-sick The eagle cast him down into the space255 Between the hosts, and, clanging loud his plumes As the wind bore him, floated far away. Shudder’d the Trojans viewing at their feet The spotted serpent ominous, and thus Polydamas to dauntless Hector spake.260 Ofttimes in council, Hector, thou art wont To censure me, although advising well; Nor ought the private citizen, I confess, Either in council or in war to indulge Loquacity, but ever to employ265 All his exertions in support of thine. Yet hear my best opinion once again. Proceed we not in our attempt against The Grecian fleet. For"
742,d,"his arm,980 And Phœbus loosed the corselet from his breast. Confusion seized his brain; his noble limbs Quaked under him, and panic-stunn’d he stood. Then came a Dardan Chief, who from behind Enforced a pointed lance into his back985 Between the shoulders; Panthus’ son was he, Euphorbus, famous for equestrian skill, For spearmanship, and in the rapid race Past all of equal age. He twenty men (Although a learner yet of martial feats,990 And by his steeds then first to battle borne) Dismounted. He, Patroclus, mighty Chief! First threw a lance at thee, which yet life Quell’d not; then snatching hasty from the wound His ashen beam, he ran into the crowd,995 Nor dared confront in fight even the unarm’d Patroclus. But Patroclus, by the lance, And by the stroke of an immortal hand Subdued, fell back toward his ranks again. Then, soon as Hector the retreat perceived1000 Of brave"
743,d,"sprang the blood, and left555 His spirit faint. Then Ilium’s dauntless sons, Seeing Ulysses’ blood, exhorted glad Each other, and, with force united, all Press’d on him. He, retiring, summon’d loud His followers. Thrice, loud as mortal may,560 He call’d, and valiant Menelaus thrice Hearing the voice, to Ajax thus remark’d. Illustrious son of Telamon! The voice Of Laertiades comes o’er my ear With such a sound, as if the hardy chief,565 Abandon’d of his friends, were overpower’d By numbers intercepting his retreat. Haste! force we quick a passage through the ranks. His worth demands our succor, for I fear Lest sole conflicting with the host of Troy,570 Brave as he is, he perish, to the loss Unspeakable and long regret of Greece. So saying, he went, and Ajax, godlike Chief, Follow’d him. At the voice arrived, they found Ulysses Jove-beloved compass’d about575 By Trojans, as the lynxes in the"
744,d,"face to face. So Pallas spake, whom joyful he obey’d, And on his spear brass-pointed lean’d. But she, (Achilles left) to noble Hector pass’d, And in the form, and with the voice loud-toned265 Approaching of Deiphobus, his ear In accents, as of pity, thus address’d. Ah brother! thou art overtask’d, around The walls of Troy by swift Achilles driven; But stand, that we may chase him in his turn.[12]270 To whom crest-tossing Hector huge replied. Deiphobus! of all my father’s sons Brought forth by Hecuba, I ever loved Thee most, but more than ever love thee now, Who hast not fear’d, seeing me, for my sake275 To quit the town, where others rest content. To whom the Goddess, thus, cerulean-eyed. Brother! our parents with much earnest suit Clasping my knees, and all my friends implored me To stay in Troy, (such fear hath seized on all)280 But grief for thee"
745,d,"Hector, from among you all Stand forth, and Jove be witness to us both. If he, with his long-pointed lance, of life85 Shall me bereave, my armor is his prize, Which he shall hence into your fleet convey; Not so my body; that he shall resign For burial to the men and wives of Troy. But if Apollo make the glory mine,90 And he fall vanquish’d, him will I despoil, And hence conveying into sacred Troy His arms, will in the temple hang them high[3] Of the bow-bender God, but I will send His body to the fleet, that him the Greeks95 May grace with rights funereal. On the banks Of wide-spread Hellespont ye shall upraise His tomb, and as they cleave with oary barks The sable deep, posterity shall say— “It is a warrior’s tomb; in ancient days100 The Hero died; him warlike Hector slew.” So men shall speak"
746,d,"him; he with body bent Ran under it, and to his knees adhered; The weapon, missing him, implanted stood Close at his back, when, seizing with one hand Achilles’ knees, he with the other grasp’d85 The dreadful beam, resolute through despair, And in wing’d accents suppliant thus began. Oh spare me! pity me! Behold I clasp Thy knees, Achilles! Ah, illustrious Chief! Reject not with disdain a suppliant’s prayer.90 I am thy guest also, who at thy own board Have eaten bread, and did partake the gift Of Ceres with thee on the very day When thou didst send me in yon field surprised For sale to sacred Lemnos, far remote,95 And for my price receiv’dst a hundred beeves. Loose me, and I will yield thee now that sum Thrice told. Alas! this morn is but the twelfth Since, after numerous hardships, I arrived Once more in Troy, and now"
747,d,"seat Alighting, thus his speech to Priam turn’d. Oh ancient Priam! an immortal God Attends thee; I am Hermes, by command580 Of Jove my father thy appointed guide. But I return. I will not, entering here, Stand in Achilles’ sight; immortal Powers May not so unreservedly indulge Creatures of mortal kind. But enter thou,585 Embrace his knees, and by his father both And by his Goddess mother sue to him, And by his son, that his whole heart may melt. So Hermes spake, and to the skies again Ascended. Then leap’d Priam to the ground,590 Leaving Idæus; he, the mules and steeds Watch’d, while the ancient King into the tent Proceeded of Achilles dear to Jove. Him there he found, and sitting found apart His fellow-warriors, of whom two alone595 Served at his side, Alcimus, branch of Mars And brave Automedon; he had himself Supp’d newly, and the board stood"
748,d,"driven. But sudden mischief, valiant as he was, Found him, and such as none could waft aside, For right into his neck the arrow plunged,550 And down he fell; his startled coursers shook Their trappings, and the empty chariot rang. That sound alarm’d Polydamas; he turn’d, And flying to their heads, consign’d them o’er To Protiaön’s son, Astynoüs,555 Whom he enjoin’d to keep them in his view; Then, turning, mingled with the van again. But Teucer still another shaft produced Design’d for valiant Hector, whose exploits (Had that shaft reach’d him) at the ships of Greece560 Had ceased for ever. But the eye of Jove, Guardian of Hector’s life, slept not; he took From Telamonian Te5cer that renown, And while he stood straining the twisted nerve Against the Trojan, snapp’d it. Devious flew565 The steel-charged[11] arrow, and he dropp’d his bow. Then shuddering, to his brother thus he spake. Ah!"
749,d,"pusillanimous, but wondrous fair. Wast thou as timid, tell me, when with those Thy loved companions in that famed exploit, Thou didst consort with strangers, and convey55 From distant lands a warrior’s beauteous bride To be thy father’s and his people’s curse, Joy to our foes, but to thyself reproach? Behold her husband! Darest thou not to face The warlike prince? Now learn how brave a Chief60 Thou hast defrauded of his blooming spouse. Thy lyre, thy locks, thy person, specious gifts Of partial Venus, will avail thee nought, Once mixt by Menelaus with the dust. But we are base ourselves, or long ago,65 For all thy numerous mischiefs, thou hadst slept Secure beneath a coverlet[5] of stone.[6]Then godlike Alexander thus replied. Oh Hector, true in temper as the axe Which in the shipwright’s hand the naval plank70 Divides resistless, doubling all his force, Such is thy dauntless spirit whose"
750,d,"all His bowels, death’s dim shadows veil’d his eyes. Achilles ardent on his bosom fix’d His foot, despoil’d him, and exulting cried.220 Lie there; though River-sprung, thou find’st it hard To cope with sons of Jove omnipotent. Thou said’st, a mighty River is my sire— But my descent from mightier Jove I boast; My father, whom the Myrmidons obey,225 Is son of Æacus, and he of Jove. As Jove all streams excels that seek the sea, So, Jove’s descendants nobler are than theirs. Behold a River at thy side—let him Afford thee, if he can, some succor—No—230 He may not fight against Saturnian Jove. Therefore, not kingly Acheloïus, Nor yet the strength of Ocean’s vast profound, Although from him all rivers and all seas, All fountains and all wells proceed, may boast235 Comparison with Jove, but even he Astonish’d trembles at his fiery bolt, And his dread thunders rattling in"
751,d,"His coursers solid-hoof’d stamp’d as they ran The shields, at once, and bodies of the slain; Blood spatter’d all his axle, and with blood615 From the horse-hoofs and from the fellied wheels His chariot redden’d, while himself, athirst For glory, his unconquerable hands Defiled with mingled carnage, sweat, and dust. Gods! I behold a miracle! Ere long65 The valiant Trojans whom my self have slain Shall rise from Erebus, for he is here, The self-same warrior whom I lately sold At Lemnos, free, and in the field again. The hoary deep is prison strong enough70 For most, but not for him. Now shall he taste The point of this my spear, that I may learn By sure experience, whether hell itself That holds the strongest fast, can him detain, Or whether he shall thence also escape.75 While musing thus he stood, stunn’d with dismay The youth approach’d, eager to clasp"
752,d,"us the Tale of Troy divine in smooth verse, generally in correct and elegant language, and in diction often highly poetical. But his deviations are so many, occasioned chiefly by the cause already mentioned, that, much as he has done, and valuable as his work is on some accounts, it was yet in the humble province of a translator that I thought it possible even for me to fellow him with some advantage.That he has sometimes altogether suppressed the sense of his author, and has not seldom intermingled his own ideas with it, is a remark which, on this occasion, nothing but necessity should have extorted from me. But we differ sometimes so widely in our matter, that unless this remark, invidious as it seems, be premised, I know not how to obviate a suspicion, on the one hand, of careless oversight, or of factitious embellishment on the other. On"
753,d,"oft His hands uplift to the immortal Gods,150 Praying a swift release into the shades. Jove! Pallas! Phœbus! Oh that I were young As when the Pylians in fierce fight engaged The Arcadians spear-expert, beside the stream Of rapid Celadon! Beneath the walls155 We fought of Pheia, where the Jardan rolls. There Ereuthalion, Chief of godlike form, Stood forth before his van, and with loud voice Defied the Pylians. Arm’d he was in steel By royal Areïthous whilom worn;160 Brave Areïthous, Corynetes[4] named By every tongue; for that in bow and spear Nought trusted he, but with an iron mace The close-embattled phalanx shatter’d wide. Him by address, not by superior force,165 Lycurgus vanquish’d, in a narrow pass, Where him his iron whirl-bat[5] nought avail’d. Lycurgus stealing on him, with his lance Transpierced and fix’d him to the soil supine. Him of his arms, bright gift of brazen Mars,170 He"
754,d,"Warlike Achilles; if the Gods so please, Who knows but that thy reasons may prevail To rouse his valiant heart? men rarely scorn The earnest intercession of a friend. But if some prophecy alarm his fears,965 And from his Goddess mother he have aught Received, who may have learnt the same from Jove, Thee let him send at least, and order forth With thee the Myrmidons; a dawn of hope Shall thence, it may be, on our host arise.970 And let him send thee to the battle clad In his own radiant armor; Troy, deceived By such resemblance, shall abstain perchance From conflict, and the weary Greeks enjoy Short respite; it is all that war allows.975 Fresh as ye are, ye, by your shouts alone, May easily repulse an army spent With labor from the camp and from the fleet. Thus Nestor, and his mind bent to his words. Back"
755,d,"falls Smooth-skinn’d, with boughs unladen save aloft; Some chariot-builder with his axe the trunk Severs, that he may warp it to a wheel575 Of shapely form; meantime exposed it lies To parching airs beside the running stream; Such Simöisius seemed, Anthemion’s son, Whom noble Ajax slew. But soon at him Antiphus, son of Priam, bright in arms,580 Hurl’d through the multitude his pointed spear. He erred from Ajax, but he pierced the groin Of Leucus, valiant warrior of the band Led by Ulysses. He the body dragg’d Apart, but fell beside it, and let fall,585 Breathless himself, the burthen from his hand. Then burn’d Ulysses’ wrath for Leucus slain, And through the foremost combatants, array’d In dazzling arms, he rush’d. Full near he stood, And, looking keen around him, hurl’d a lance.590 Back fell the Trojans from before the face Dispersed of great Ulysses. Not in vain His weapon flew,"
756,d,"thy brothers mine; since forth I came From Sparta, it is now the twentieth year, Yet never heard I once hard speech from thee,965 Or taunt morose, but if it ever chanced, That of thy father’s house female or male Blamed me, and even if herself the Queen (For in the King, whate’er befell, I found Always a father) thou hast interposed970 Thy gentle temper and thy gentle speech To soothe them; therefore, with the same sad drops Thy fate, oh Hector! and my own I weep; For other friend within the ample bounds Of Ilium have I none, nor hope to hear975 Kind word again, with horror view’d by all. So Helen spake weeping, to whom with groans The countless multitude replied, and thus Their ancient sovereign next his people charged. Ye Trojans, now bring fuel home, nor fear980 Close ambush of the Greeks; Achilles’ self Gave me, at"
757,d,"To fight for Helen and for all her wealth. Who strongest proves, and conquers, he, of her And hers possess’d shall bear them safe away;85 While ye (peace sworn and firm accord) shall dwell At Troy, and these to Argos shall return And to Achaia praised for women fair.He ceased, whom Hector heard with joy; he moved Into the middle space, and with his spear90 Advanced athwart push’d back the Trojan van, And all stood fast. Meantime at him the Greeks Discharged full volley, showering thick around From bow and sling;[7] when with a mighty voice Thus Agamemnon, leader of the host.95Argives! Be still—shoot not, ye sons of Greece! Hector bespeaks attention. Hear the Chief!He said, at once the Grecians ceased to shoot, And all sat silent. Hector then began.Hear me, ye Trojans, and ye Greeks mail-arm’d,100 While I shall publish in your ears the words Of Alexander, author of"
758,d,"son he gave, who thus replied. Antilochus! thy praise of me shall prove Nor vain nor unproductive to thyself,990 For the half-talent doubled shall be thine. He spake, and, doubling it, the talent placed Whole in his hand. He glad the gift received. Achilles, then Sarpedon’s arms produced, Stripp’d from him by Patroclus, his long spear,995 Helmet and shield, which in the midst he placed. He stood erect, and to the Greeks he cried. I call for two brave warriors arm’d to prove Each other’s skill with weapons keen, this prize Disputing, next, in presence of us all.1000 Who first shall through his armor reach the skin Of his antagonist, and shall draw his blood, To him this silver-studded falchion bright I give; the blade is Thracian, and of late Asteropæus wore it, whom I slew.1005 These other arms shall be their common meed, And I will banquet both within"
759,d,"species of metre, that may be musical, which in another would be found disgusting. But the assertion is totally unfounded. The pauses in Homer’s verse are so frequent and various, that to name another poet, if pauses are a fault, more faulty than he, were, perhaps, impossible. It may even be questioned, if a single passage of ten lines flowing with uninterrupted smoothness could be singled out from all the thousands that he has left us. He frequently pauses at the first word of the line, when it consists of three or more syllables; not seldom when of two; and sometimes even when of one only. In this practice he was followed, as was observed in my Preface to the first edition, by the Author of the Paradise Lost. An example inimitable indeed, but which no writer of English heroic verse without rhyme can neglect with impunity.Similar to this is"
760,d,"two spears in hand, Set forth like lightning which Saturnian Jove From bright Olympus shakes into the air,300 A sign to mortal men, dazzling all eyes; So beam’d the Hero’s armor as he ran. But him not yet far distant from his tent Meriones, his fellow-warrior met, For he had left the fight, seeking a spear,305 When thus the brave Idomeneus began. Swift son of Molus! chosen companion dear! Wherefore, Meriones, hast thou the field Abandon’d? Art thou wounded? Bring’st thou home Some pointed mischief in thy flesh infixt?310 Or comest thou sent to me, who of myself The still tent covet not, but feats of arms? To whom Meriones discreet replied, Chief leader of the Cretans, brazen-mail’d Idomeneus! if yet there be a spear315 Left in thy tent, I seek one; for I broke The spear, even now, with which erewhile I fought, Smiting the shield of fierce Deiphobus."
761,d,"Are ye indeed the offspring of the Chief165 Antimachus, who when my brother once With godlike Laertiades your town Enter’d ambassador, his death advised In council, and to let him forth no more? Now rue ye both the baseness of your sire.170 He said, and from his chariot to the plain Thrust down Pisandrus, piercing with keen lance His bosom, and supine he smote the field. Down leap’d Hippolochus, whom on the ground He slew, cut sheer his hands, and lopp’d his head,175 And roll’d it like a mortar[9] through the ranks. He left the slain, and where he saw the field With thickest battle cover’d, thither flew By all the Grecians follow’d bright in arms. The scatter’d infantry constrained to fly,180 Fell by the infantry; the charioteers, While with loud hoofs their steeds the dusty soil Excited, o’er the charioteers their wheels Drove brazen-fellied, and the King of men"
762,d,"And navel pierced him, where the stroke of Mars Proves painful most to miserable man. There enter’d deep the weapon; down he fell, And in the dust lay panting as an ox Among the mountains pants by peasants held695 In twisted bands, and dragg’d perforce along; So panted dying Adamas, but soon Ceased, for Meriones, approaching, pluck’d The weapon forth, and darkness veil’d his eyes. Helenus, with his heavy Thracian blade700 Smiting the temples of Deipyrus, Dash’d off his helmet; from his brows remote It fell, and wandering roll’d, till at his feet Some warrior found it, and secured; meantime The sightless shades of death him wrapp’d around.705 Grief at that spectacle the bosom fill’d Of valiant Menelaus; high he shook His radiant spear, and threatening him, advanced On royal Helenus, who ready stood With his bow bent. They met; impatient, one,710 To give his pointed lance its rapid course,"
763,d,"indebted for its prevalence to mere want of examination, that a translator should imagine to himself the style which his author would probably have used, had the language into which he is rendered been his own. A direction which wants nothing but practicability to recommend it. For suppose six persons, equally qualified for the task, employed to translate the same Ancient into their own language, with this rule to guide them. In the event it would be found, that each had fallen on a manner different from that of all the rest, and by probable inference it would follow that none had fallen on the right. On the whole, therefore, as has been said, the translation which partakes equally of fidelity and liberality, that is close, but not so close as to be servile, free, but not so free as to be licentious, promises fairest; and my ambition will be"
764,d,"Not pay, though Paris fall, then here in arms I will contend for payment of the mulct My due, till, satisfied, I close the war.He said, and with his ruthless steel the lambs Stretch’d panting all, but soon they ceased to pant,350 For mortal was the stroke.[16] Then drawing forth Wine from the beaker, they with brimming cups Hail’d the immortal Gods, and pray’d again, And many a Grecian thus and Trojan spake.All-glorious Jove, and ye the powers of heaven,355 Whoso shall violate this contract first, So be the brains of them and of their sons Pour’d out, as we this wine pour on the earth, And may their wives bring forth to other men!So they: but them Jove heard not. Then arose360 Priam, the son of Dardanus, and said,Hear me, ye Trojans and ye Greeks well-arm’d. Hence back to wind-swept Ilium I return, Unable to sustain the sight, my"
765,d,"which he inscribed himself, with some little variation, on a bust of his Grecian Favorite.It is incumbent upon the present Editor to state the reasons which have induced him, between two editions of Cowper’s Homer, differing so materially from each other that they might almost be deemed different versions, to prefer the first.Whoever has perused the Translator’s letters, must have perceived that he had considered with no ordinary care the scheme of his versification, and that when he resolved upon altering it in a second edition, it was in deference to the opinion of others.It seems to the Editor that Cowper’s own judgment is entitled to more respect, than that of any, or all his critics; and that the version which he composed when his faculties were most active and his spirits least subject to depression,—indeed in the happiest part of his life,—ought not to be superseded by a revisal,"
766,d,"him in front of Ilium, dragg’d540 So cruelly toward the fleet of Greece, O’erwhelm’d with sudden darkness at the view Fell backward, with a sigh heard all around. Far distant flew dispersed her head-attire, Twist, frontlet, diadem, and even the veil545 By golden Venus given her on the day When Hector led her from Eëtion’s house Enrich’d with nuptial presents to his home. Around her throng’d her sisters of the house Of Priam, numerous, who within their arms550 Fast held her[16] loathing life; but she, her breath At length and sense recovering, her complaint Broken with sighs amid them thus began. Hector! I am undone; we both were born To misery, thou in Priam’s house in Troy,555 And I in Hypoplacian Thebes wood-crown’d Beneath Eëtion’s roof. He, doom’d himself To sorrow, me more sorrowfully doom’d, Sustain’d in helpless infancy, whom oh That he had ne’er begotten! thou descend’st560 To Pluto’s"
767,d,"worst, and those In whom he trusted least, he drove between, That such through mere necessity might act.350 First to his charioteers he gave in charge Their duty; bade them rein their horses hard, Shunning confusion. Let no warrior, vain And overweening of his strength or skill, Start from his rank to dare the fight alone,355 Or fall behind it, weakening whom he leaves. [13]And if, dismounted from his own, he climb Another’s chariot, let him not affect Perverse the reins, but let him stand, his spear Advancing firm, far better so employ’d.360 Such was the discipline, in ancient times, Of our forefathers; by these rules they fought Successful, and laid many a city low.So counsell’d them the venerable Chief Long time expert in arms; him also saw365 King Agamemnon with delight, and said,Old Chief! ah how I wish, that thy firm heart Were but supported by as firm a"
768,d,"unslain. But earth-encircler Neptune from the gulf55 Emerging, in the form and with the voice Loud-toned of Calchas, roused the Argive ranks To battle—and his exhortation first To either Ajax turn’d, themselves prepared. Ye heroes Ajax! your accustomed force60 Exert, oh! think not of disastrous flight, And ye shall save the people. Nought I fear Fatal elsewhere, although Troy’s haughty sons Have pass’d the barrier with so fierce a throng Tumultuous; for the Grecians brazen-greaved65 Will check them there. Here only I expect And with much dread some dire event forebode, Where Hector, terrible as fire, and loud Vaunting his glorious origin from Jove, Leads on the Trojans. Oh that from on high70 Some God would form the purpose in your hearts To stand yourselves firmly, and to exhort The rest to stand! so should ye chase him hence All ardent as he is, and even although Olympian Jove himself"
769,d,"already mentioned, that, much as he has done, and valuable as his work is on some accounts, it was yet in the humble province of a translator that I thought it possible even for me to fellow him with some advantage.That he has sometimes altogether suppressed the sense of his author, and has not seldom intermingled his own ideas with it, is a remark which, on this occasion, nothing but necessity should have extorted from me. But we differ sometimes so widely in our matter, that unless this remark, invidious as it seems, be premised, I know not how to obviate a suspicion, on the one hand, of careless oversight, or of factitious embellishment on the other. On this head, therefore, the English reader is to be admonished, that the matter found in me, whether he like it or not, is found also in Homer, and that the matter not"
770,d,"the war to the gods alone. This sentiment is also natural to old age. Those who have had the longest experience of life, are the most inclined to ascribe the disposal of all things to the will of Heaven.This view of the Grecian leaders from the walls of Troy, is admired as an episode of great beauty, and considered a masterly manner of acquainting the reader with the figure and qualifications of each hero.Helen sees no where in the plain her two brothers Castor and Pollux. Her inquiry is a natural one, and her self-reproach naturally suggests her own disgrace as the cause of their not appearing among the other commanders. The two lines in which the poet mentions their death are simple and touching.—Felton.Homer here gives the whole ceremonial of the solemn oath, as it was then observed by the nations of whom he writes.It must be borne in"
771,d,"some elate With victory, the Olympian heights regain’d, And sat beside the Thunderer. But the son Of Peleus—He both Trojans slew and steeds.610 As when in volumes slow smoke climbs the skies From some great city which the Gods have fired Vindictive, sorrow thence to many ensues With mischief, and to all labor severe, So caused Achilles labor on that day,615 Severe, and mischief to the men of Troy. But ancient Priam from a sacred tower Stood looking forth, whence soon he noticed vast Achilles, before whom the Trojans fled All courage lost. Descending from the tower620 With mournful cries and hasting to the wall He thus enjoin’d the keepers of the gates. Hold wide the portals till the flying host Re-enter, for himself is nigh, himself Achilles drives them home. Now, wo to Troy!625 But soon as safe within the walls received They breathe again, shut fast the ponderous"
772,d,"call’d Fair Helen to his side.[12] My daughter dear! Come, sit beside me. Thou shalt hence discern Thy former Lord, thy kindred and thy friends.190 I charge no blame on thee. The Gods have caused, Not thou, this lamentable war to Troy.[13] Name to me yon Achaian Chief for bulk Conspicuous, and for port. Taller indeed I may perceive than he; but with these eyes195 Saw never yet such dignity, and grace. Declare his name. Some royal Chief he seems.To whom thus Helen, loveliest of her sex, My other Sire! by me for ever held In reverence, and with filial fear beloved!200 Oh that some cruel death had been my choice, Rather than to abandon, as I did, All joys domestic, matrimonial bliss, Brethren, dear daughter, and companions dear, A wanderer with thy son. Yet I alas!205 Died not, and therefore now, live but to weep. But I resolve thee."
773,d,"destroy’d.215 The messenger of Jove at Priam’s side Standing, with whisper’d accents low his ear Saluted, but he trembled at the sound. Courage, Dardanian Priam! fear thou nought; To thee no prophetess of ill, I come;220 But with kind purpose: Jove’s ambassadress Am I, who though remote, yet entertains Much pity, and much tender care for thee. Olympian Jove commands thee to redeem The noble Hector, with an offering large225 Of gifts that may Achilles’ wrath appease. Alone, thou must; no Trojan of them all Hath leave to attend thy journey thither, save An ancient herald to direct thy mules And thy wheel’d litter, and to bring the dead230 Back into Ilium, whom Achilles slew. Let neither fear of death nor other fear Trouble thee aught, so safe a guard and sure He gives thee; Mercury shall be thy guide Even to Achilles’ presence in his tent.235 Nor will himself"
774,d,"of Telamon a people led Numerous and bold, who, when his bulky limbs Fail’d overlabor’d, eased him of his shield.860 Not so attended by his Locrians fought Oïleus’ valiant son; pitch’d battle them Suited not, unprovided with bright casques Of hairy crest, with ashen spears, and shields Of ample orb; for, trusting in the bow865 And twisted sling alone, they came to Troy, And broke with shafts and volley’d stones the ranks. Thus occupying, clad in burnish’d arms, The van, these two with Hector and his host Conflicted, while the Locrians from behind870 Vex’d them with shafts, secure; nor could the men Of Ilium stand, by such a shower confused. Then, driven with dreadful havoc thence, the foe To wind-swept Ilium had again retired. Had not Polydamas, at Hector’s side875 Standing, the dauntless hero thus address’d. Hector! Thou ne’er canst listen to advice; But think’st thou, that if heaven in"
775,d,"all mankind In worth and valor, nor the house disgrace Of my forefathers, heroes without peer In Ephyra, and in Lycia’s wide domain. Such is my lineage; such the blood I boast.260He ceased. Then valiant Diomede rejoiced. He pitch’d his spear, and to the Lycian Prince In terms of peace and amity replied.Thou art my own hereditary friend, Whose noble grandsire was the guest of mine.[16]265 For Oeneus, on a time, full twenty days Regaled Bellerophon, and pledges fair Of hospitality they interchanged. Oeneus a belt radiant with purple gave To brave Bellerophon, who in return270 Gave him a golden goblet. Coming forth I left the kind memorial safe at home. A child was I when Tydeus went to Thebes, Where the Achaians perish’d, and of him Hold no remembrance; but henceforth, my friend,275 Thine host am I in Argos, and thou mine In Lycia, should I chance to sojourn"
